지역,공동주택명,주소,행정동,세대수,층수,동수,준공연도,관리실번호,위도(lat),경도(lon),정제된주소
천안시,청수경남아너스빌,천안시 동남구 청수로 15(청수동),,230.0,15.0,5.0,2008-10-30,041-621-6335,36.7887845762134,127.149432705634,천안시 동남구 청수로 15
천안시,청수중흥S클래스아파트,천안시 동남구 청수14로 117(청당동),,504.0,20.0,8.0,2009-12-08,041-522-1545,36.7876003767985,127.1593946966,천안시 동남구 청수14로 117
천안시,구성휴먼시아아파트,천안시 동남구 대흥로 35(구성동),,473.0,23.0,7.0,2010-07-23,041-567-0036,36.7965674002313,127.155340145021,천안시 동남구 대흥로 35
천안시,청수버들우미린아파트,천안시 동남구 청수14로 16(청당동),,724.0,25.0,11.0,2010-08-20,041-551-0166,36.7836108027397,127.148735479827,천안시 동남구 청수14로 16
천안시,청수한양수자인아파트,천안시 동남구 청수4로 11(청당동),,1020.0,25.0,15.0,2011-01-29,041-568-7781,36.7831162986193,127.149575961484,천안시 동남구 청수4로 11
천안시,청수2단지주공버들마을아파트,천안시 동남구 청수14로 29(청당동),,736.0,15.0,9.0,2009-11-13,041-621-2544,36.7864279474239,127.14960469219,천안시 동남구 청수14로 29
천안시,에이디빌,천안시 동남구 청당2길 81(청당동),청룡동,86.0,6.0,3.0,2015-03-13,041-567-8877,36.7807682185981,127.152028755019,천안시 동남구 청당2길 81
천안시,청수포레나(청수꿈에그린),천안시 동남구 청수14로 13(청당동),,468.0,26.0,7.0,2015-07-31,041-557-5578,36.7864885988799,127.147361588572,천안시 동남구 청수14로 13
천안시,청당산운마을5단지아파트,천안시 동남구 청수8로 71(청당동),,720.0,15.0,8.0,2009-12-04,041-522-0178,36.78860135808,127.158161356723,천안시 동남구 청수8로 71
천안시,청당한양수자인블루시티아파트,천안시 동남구 청당4로 60(청당동),,999.0,25.0,13.0,2018-03-29,041-553-4222,36.7775236051616,127.151721687682,천안시 동남구 청당4로 60
천안시,행정타운두산위브더파크아파트,천안시 동남구 청당3길 147(청당동),,1105.0,26.0,15.0,2018-05-24,041-566-1971~2,36.7802050706518,127.161164581331,천안시 동남구 청당3길 147
천안시,천안청수사랑으로부영아파트,천안시 동남구 청수8로 72(청당동),,449.0,20.0,7.0,2011-09-21,041-564-0778,36.7893584809869,127.159034444066,천안시 동남구 청수8로 72
천안시,청당코오롱하늘채아파트,천안시 동남구 광풍로 1800(청당동),,1534.0,25.0,19.0,2019-12-30,041-554-1534,36.7790564624431,127.145174144184,천안시 동남구 광풍로 1800
천안시,청당서희스타힐스,천안시 동남구 청당4로 45(청당동),청룡동,741.0,27.0,10.0,2022-12-15,041-566-9947,36.7795197216037,127.149828751838,천안시 동남구 청당4로 45
천안시,청수행정타운금호어울림,천안시 동남구 수도산공원길 1(청수동),청룡동,584.0,25.0,7.0,2023-01-04,041-569-3908,36.7926181435213,127.151529270294,천안시 동남구 수도산공원길 1
천안시,행정타운 센트럴 두산위브,천안시 동남구 청당5로 20,,655.0,26.0,9.0,2023-02-17,041-566-2342,36.779765071885,127.152822357196,천안시 동남구 청당5로 20
천안시,삼룡호반써밋 포레센트,천안시 동남구 충절로 369(삼룡동),,594.0,20.0,8.0,2023-12-27,041-555-5940,36.7873291109051,127.16664975645,천안시 동남구 충절로 369
천안시,진로산업아파트(JS전선기숙사),천안시 동남구 풍서2길 130(풍세면),풍세면,72.0,4.0,3.0,1987-12-21,,36.7252623713435,127.115158005377,천안시 동남구 풍서2길 130
천안시,천안 한양수자인 에코시티,천안시 동남구 풍세산단로 290(풍세면),,3200.0,25.0,30.0,2023-12-15,041-622-3200,36.7236798779189,127.103930311717,천안시 동남구 풍세산단로 290
천안시,백석계룡리슈빌아파트,천안시 서북구 한들3로 107(백석동),,901.0,23.0,14.0,2010-04-28,041-621-7827,36.832663272848,127.123235930678,천안시 서북구 한들3로 107
천안시,백석현대아파트,천안시 서북구 백석로 136(백석동),,976.0,15.0,13.0,1992-12-30,041-552-4475,36.8215954918983,127.125827708537,천안시 서북구 백석로 136
천안시,백석그린빌아파트(2차),천안시 서북구 백석3로 91(백석동),,750.0,15.0,10.0,2004-07-01,041-522-9164,36.8226789379408,127.121365024516,천안시 서북구 백석3로 91
천안시,백석호반리젠시빌2단지,천안시 서북구 백석2길 40(백석동),,399.0,15.0,9.0,2003-12-08,041-522-0026,36.820397525195,127.121173685278,천안시 서북구 백석2길 40
천안시,백석호반리젠시빌1단지,천안시 서북구 백석2길 12(백석동),,534.0,15.0,8.0,2003-12-08,041-522-0026,36.818108342826,127.118404879688,천안시 서북구 백석2길 12
천안시,백석주공그린빌아파트(1차),천안시 서북구 백석3로 69(백석동),,510.0,15.0,7.0,2002-12-03,041-558-4100,36.8226521322801,127.119269889947,천안시 서북구 백석3로 69
천안시,백석벽산블루밍아파트(1차),천안시 서북구 번영로 278-12(백석동),,382.0,15.0,6.0,2006-01-27,041-523-8963,36.8254693653598,127.113838726339,천안시 서북구 번영로 278-12
천안시,백석벽산블루밍아파트(2차),천안시 서북구 번영로 278-11(백석동),,298.0,15.0,4.0,2006-05-23,041-523-8970,36.8257324946945,127.113926882181,천안시 서북구 번영로 278-11
천안시,브라운스톤천안아파트,천안시 서북구 번영로 306-15(백석동),,901.0,15.0,14.0,2006-05-29,041-523-0995,36.8296143442117,127.115178126598,천안시 서북구 번영로 306-15
천안시,천안백석아이파크아파트,천안시 서북구 한들3로 100(백석동),,1040.0,25.0,16.0,2009-04-24,041-555-3774,36.8322935226357,127.124127085363,천안시 서북구 한들3로 100
천안시,백석푸르지오아파트,천안시 서북구 한들2로 88(백석동),,746.0,23.0,9.0,2010-02-25,041-621-7884,36.8292521989463,127.120798231112,천안시 서북구 한들2로 88
천안시,천안백석주공11단지(3차),천안시 서북구 백석3로 70(백석동),백석동,1144.0,15.0,14.0,2002-12-03,041-558-4200,36.8203207856687,127.11971571933,천안시 서북구 백석3로 70
천안시,백석아이파크(2차),천안시 서북구 한들3로 35-23(백석동),,1562.0,29.0,18.0,2014-12-26,041-622-8071,36.8243997794035,127.119233035272,천안시 서북구 한들3로 35-23
천안시,백석펜타폴리스(5차),천안시 서북구 한들1로 9-25(백석동),,92.0,10.0,1.0,2016-01-26,041-562-0500,36.8243179596981,127.113050839691,천안시 서북구 한들1로 9-25
천안시,백석더샵아파트,천안시 서북구 한들3로 70(백석동),백석동,619.0,25.0,7.0,2016-10-28,041-552-7780,36.830166441948,127.125686826641,천안시 서북구 한들3로 70
천안시,백석아이파크아파트(3차),천안시 서북구 한들3로 36-17(백석동),,805.0,27.0,9.0,2017-05-26,041-558-9955,36.8270198751375,127.125248783156,천안시 서북구 한들3로 36-17
천안시,백석마을중흥에스클래스아파트,천안시 서북구 한들1로 152-9(백석동),,236.0,15.0,8.0,2014-04-30,041-557-5335,36.8358981150577,127.120374164794,천안시 서북구 한들1로 152-9
천안시,천안백석LH천년나무1단지,천안시 서북구 한들1로 88(백석동),백석동,562.0,15.0,4.0,2017-12-11,041-563-7111,36.8302762841346,127.118131281599,천안시 서북구 한들1로 88
천안시,천안백석센트레빌 파크디션,천안시 서북구 한들3로 78-68(백석동),,358.0,21.0,4.0,2024-02-07,041-523-6070,36.8336589333564,127.126724766333,천안시 서북구 한들3로 78-68
천안시,한화 포레나 천안노태 2단지,천안시 서북구 한들2로 150(백석동),,777.0,28.0,7.0,2024-12-27,041-555-3050,36.834587898827,127.12258568536,천안시 서북구 한들2로 150
천안시,두정경남아너스빌,천안시 서북구 두정중11길 17(두정동),,458.0,15.0,6.0,2004-06-10,041-556-3307,36.8382445514544,127.138771128959,천안시 서북구 두정중11길 17
천안시,두정e편한세상(1차),천안시 서북구 두정중2길 12(두정동),부성1동,466.0,15.0,9.0,2004-06-25,041-561-8040,36.8341987333584,127.140560924192,천안시 서북구 두정중2길 12
천안시,두정푸르지오아파트(3차),천안시 서북구 성정두정로 142(두정동),,326.0,15.0,4.0,2003-09-09,041-554-9116,36.8382042436596,127.143650540826,천안시 서북구 성정두정로 142
천안시,우남두정마을아파트(1차),천안시 서북구 두정역서5길 11(두정동),,519.0,15.0,4.0,2003-08-21,041-567-8824,36.8378413633013,127.147045137725,천안시 서북구 두정역서5길 11
천안시,우남두정마을아파트(2차),천안시 서북구 두정역서1길 22(두정동),,194.0,15.0,2.0,2003-08-21,041-567-8824,36.837493352043,127.147048395258,천안시 서북구 두정역서1길 22
천안시,한성필하우스아파트(3차),천안시 서북구 봉정로 366(두정동),,832.0,15.0,13.0,2004-10-27,041-568-3224,36.833377281895,127.147044776357,천안시 서북구 봉정로 366
천안시,두정역푸르지오아파트,천안시 서북구 두정역길 48(두정동),,937.0,27.0,12.0,2009-11-26,041-523-2273,36.834501473394,127.150809078538,천안시 서북구 두정역길 48
천안시,이안더센트럴아파트,천안시 서북구 천안대로 999-7(두정동),,935.0,23.0,9.0,2011-01-28,041-561-3316,36.8285857351025,127.151847559878,천안시 서북구 천안대로 999-7
천안시,대우그린아파트(1차),천안시 서북구 봉정로 365(두정동),,1038.0,25.0,10.0,1996-12-26,041-551-2515,36.8353485643651,127.144454587652,천안시 서북구 봉정로 365
천안시,두정주공8단지아파트,천안시 서북구 봉정로 381(두정동),부성1동,947.0,20.0,8.0,1996-11-01,041-563-1366,36.8365000956987,127.14415160288,천안시 서북구 봉정로 381
천안시,두정대우아파트(2차),천안시 서북구 두정중5길 15(두정동),,323.0,15.0,5.0,1998-12-17,041-568-2440,36.834780999508,127.143153129868,천안시 서북구 두정중5길 15
천안시,두정역범양레우스알파,천안시 서북구 두정공단2길 26(두정동),부성1동,804.0,24.0,9.0,2020-08-26,041-522-8871,,,천안시 서북구 두정공단2길 26
천안시,두정역펜타폴리스,천안시 서북구 성정두정로 82(두정동),부성1동,260.0,12.0,1.0,2013-04-29,041-522-2265,36.8327673981446,127.142091380903,천안시 서북구 성정두정로 82
천안시,천안펜타폴리스2차,천안시 서북구 두정로 212(두정동),부성1동,260.0,12.0,1.0,2015-01-29,041-551-8300,36.8333285541934,127.140544198528,천안시 서북구 두정로 212
천안시,하이스타운(1차),천안시 서북구 두정상가8길 30(두정동),부성1동,180.0,12.0,1.0,2013-05-27,041-523-9230,36.8321106392039,127.141286530399,천안시 서북구 두정상가8길 30
천안시,프라지움아파트(1차),천안시 서북구 두정상가1길 27(두정동),,216.0,12.0,1.0,2014-10-10,041-555-8228,36.8328258539591,127.138833532982,천안시 서북구 두정상가1길 27
천안시,프라지움아파트(2차),천안시 서북구 두정로 216(두정동),,240.0,12.0,1.0,2013-12-18,041-555-1661,36.8332533525156,127.141042459368,천안시 서북구 두정로 216
천안시,천안두정역코아루스위트아파트,천안시 서북구 천안대로 969(두정동),,481.0,23.0,6.0,2014-10-10,041-904-6115,36.8279086004928,127.15159827295,천안시 서북구 천안대로 969
천안시,더리치빌(2차),천안시 서북구 두정상가3길 20(두정동),부성1동,200.0,10.0,1.0,2013-11-07,041-558-0912,36.8317452641605,127.14088667678,천안시 서북구 두정상가3길 20
천안시,FM22,천안시 서북구 두정상가2길 10(두정동),부성1동,199.0,10.0,1.0,2015-01-23,041-557-1664,36.8310104096746,127.139972410206,천안시 서북구 두정상가2길 10
천안시,두정대림아크로텔,천안시 서북구 성정두정로 70(두정동),,297.0,12.0,1.0,2015-07-31,041-553-7231,36.8319257726022,127.142159661711,천안시 서북구 성정두정로 70
천안시,두정e편한세상아파트(3차),천안시 서북구 북일로 21(두정동),,992.0,27.0,11.0,2017-02-28,041-523-4426,36.8321918384635,127.153770119687,천안시 서북구 북일로 21
천안시,두정e편한세상(4차),천안시 서북구 두정공원2길 50(두정동),,456.0,23.0,6.0,2018-10-18,041-553-2990,36.8369795190442,127.156044016586,천안시 서북구 두정공원2길 50
천안시,프라지움아파트(9차),천안시 서북구 오성로 115(두정동),,299.0,12.0,1.0,2017-05-12,041-902-2400,36.8305950864669,127.140204253885,천안시 서북구 오성로 115
천안시,리찌하우스,천안시 서북구 두정상가8길 19(두정동),부성1동,65.0,9.0,1.0,2013-08-14,,36.8326316419143,127.14008275518,천안시 서북구 두정상가8길 19
천안시,FM20,천안시 서북구 두정상가8길 11(두정동),부성1동,135.0,10.0,1.0,2013-09-09,041-558-1319,36.8326834315997,127.139259366112,천안시 서북구 두정상가8길 11
천안시,벨라지오,천안시 서북구 두정상가1길 3(두정동),부성1동,110.0,12.0,1.0,2014-02-13,041-556-3110,36.8305088566751,127.138584863961,천안시 서북구 두정상가1길 3
천안시,석성빌,천안시 서북구 두정상가5길 14(두정동),부성1동,83.0,6.0,1.0,2013-04-04,,36.8312447070153,127.143666336769,천안시 서북구 두정상가5길 14
천안시,두정역효성해링턴플레이스아파트,천안시 서북구 봉정로 324(두정동),부성1동,2586.0,33.0,16.0,2020-04-29,041-561-2586~7,36.8312630101477,127.148426142786,천안시 서북구 봉정로 324
천안시,두정한화포레나,천안시 서북구 천안대로 980-17(두정동),,1067.0,29.0,13.0,2022-03-30,"041-552-9300,9330",36.8313732639261,127.152658154191,천안시 서북구 천안대로 980-17
천안시,힐스테이트 두정역,천안시 서북구 천안대로 980-12(두정동) ,부성1동,997.0,29.0,11.0,2025-02-28,041-622-4561,36.8290130079559,127.152857364185,천안시 서북구 천안대로 980-12
천안시,천안두정 LH2단지,천안시 서북구 봉정로 339,,288.0,15.0,2.0,2022-07-21,041-902-2012,36.8324355465212,127.144906923526,천안시 서북구 봉정로 339
천안시,천안부성지구 한라비발디,천안시 서북구 부성18로 29,,654.0,25.0,10.0,2024-12-19,041-569-7955,36.8462409348224,127.149496789216,천안시 서북구 부성18로 29
천안시,천안부성LH행복주택1단지,천안시 서북구 부성18로 71,,730.0,20.0,4.0,2022-12-22,041-557-3388,36.8468583264745,127.153142908436,천안시 서북구 부성18로 71
천안시,신당코아루아파트,천안시 서북구 신당새터2길 55(신당동),부성1동,146.0,8.0,4.0,2005-12-15,041-551-4433,36.8529083611683,127.159096696065,천안시 서북구 신당새터2길 55
천안시,조승아파트,천안시 서북구 신당새터2길 29-12(신당동),부성1동,164.0,15.0,3.0,1994-03-03,041-567-9874,36.8529021921594,127.157843528832,천안시 서북구 신당새터2길 29-12
천안시,부성e편한세상,천안시 서북구 천안대로 1287-1(신당동),,609.0,12.0,10.0,2018-02-19,041-566-5639,36.8559135145158,127.151106350082,천안시 서북구 천안대로 1287-1
천안시,SC그린아파트,천안시 서북구 천일고2길 113-16,부성1동,115.0,10.0,2.0,2023-04-20,,36.8630723425305,127.155288610294,천안시 서북구 천일고2길 113-16
천안시,한성필하우스아파트(1차),천안시 서북구 부성6길 11(두정동),,600.0,15.0,6.0,2002-08-26,041-554-1133,36.8363564590778,127.133902699879,천안시 서북구 부성6길 11
천안시,계룡리슈빌아파트,천안시 서북구 부성8길 29(두정동),부성2동,386.0,15.0,4.0,2004-03-18,041-557-1472,36.8380859930761,127.136482280727,천안시 서북구 부성8길 29
천안시,한성필하우스아파트(2차),천안시 서북구 두정고8길 24(두정동),,99.0,15.0,1.0,2004-06-19,041-552-5765,36.8376581072643,127.133502168991,천안시 서북구 두정고8길 24
천안시,대주파크빌(1단지),천안시 서북구 두정고7길 9(두정동),부성2동,140.0,15.0,1.0,2005-10-28,041-568-0544,36.8365548866917,127.130001895614,천안시 서북구 두정고7길 9
천안시,대주파크빌(2단지),천안시 서북구 두정고7길 10(두정동),부성2동,49.0,13.0,1.0,2005-11-02,041-568-0544,36.8365095339239,127.130355846998,천안시 서북구 두정고7길 10
천안시,두정우성아파트,천안시 서북구 두정고7길 36(두정동),,736.0,16.0,8.0,1996-09-18,041-553-3983,36.8365877416436,127.132482953303,천안시 서북구 두정고7길 36
천안시,두정푸르지오아파트(5차),천안시 서북구 두정고1길 9(두정동),,392.0,15.0,6.0,2004-04-17,041-555-8405,36.8345178729304,127.12806625374,천안시 서북구 두정고1길 9
천안시,두정극동늘푸른아파트,천안시 서북구 늘푸른6길 42(두정동),,1452.0,22.0,13.0,1996-12-27,041-554-9261,36.8284719354431,127.132307096209,천안시 서북구 늘푸른6길 42
천안시,세광엔리치빌(2차),천안시 서북구 늘푸른1길 45(두정동),,360.0,15.0,5.0,2003-09-09,041-553-3844,36.8300738394581,127.128856519807,천안시 서북구 늘푸른1길 45
천안시,세광엔리치빌(3차),천안시 서북구 늘푸른1길 29(두정동),,476.0,14.0,6.0,2003-09-18,041-553-3844,36.8284481627766,127.129260804758,천안시 서북구 늘푸른1길 29
천안시,부경파크빌아파트,천안시 서북구 늘푸른1길 19(두정동),,475.0,15.0,2.0,2003-05-02,041-621-2373,36.8268360776611,127.129180638077,천안시 서북구 늘푸른1길 19
천안시,두정서해그랑블아파트,천안시 서북구 늘푸른1길 32(두정동),,320.0,15.0,4.0,2004-04-17,041-522-9285,36.8286002659005,127.130172942337,천안시 서북구 늘푸른1길 32
천안시,두정푸르지오아파트(4차),천안시 서북구 늘푸른1길 50(두정동),,384.0,15.0,6.0,2003-11-28,041-562-4447,36.8296677690422,127.129879155815,천안시 서북구 늘푸른1길 50
천안시,천안두정LH1단지,천안시 서북구 오성1길 12-10(두정동),부성2동,40.0,5.0,1.0,2019-09-19,,36.8312798814248,127.129022989555,천안시 서북구 오성1길 12-10
천안시,두정e편한세상아파트(2차),천안시 서북구 노태산로 145(두정동),,848.0,23.0,11.0,2013-06-03,041-522-6291,36.8373906851419,127.13039310427,천안시 서북구 노태산로 145
천안시,천안레이크타운푸르지오아파트(1차),천안시 서북구 성성6로 111(성성동),부성2동,995.0,39.0,8.0,2017-07-21,041-568-3457~8,36.8425192661318,127.132245973401,천안시 서북구 성성6로 111
천안시,천안레이크타운푸르지오아파트(2차),천안시 서북구 성성9로 14(성성동),부성2동,1730.0,39.0,13.0,2018-01-25,041-622-9296~7,36.8412081869034,127.132057161454,천안시 서북구 성성9로 14
천안시,천안시티자이아파트,천안시 서북구 성성6로 21(성성동),,1646.0,39.0,13.0,2018-09-19,041-569-8052~3,36.8415005347737,127.121023891904,천안시 서북구 성성6로 21
천안시,천안성성레이크타운3차푸르지오,천안시 서북구 성성6로 68(성성동),,1067.0,37.0,8.0,2020-05-27,041-563-1236,36.8411749200714,127.126350716388,천안시 서북구 성성6로 68
천안시,천안푸르지오 레이크사이드(4차),천안시 서북구 성성7로 36,,1023.0,38.0,9.0,2023-05-25,041-553-9100,36.843430339855,127.126395797528,천안시 서북구 성성7로 36
천안시,천안성성비스타동원,천안시 서북구 성성6로 129,부성2동,1195.0,39.0,10.0,2024-07-24,041-622-7930,36.8432957676503,127.134478400503,천안시 서북구 성성6로 129
천안시,한화 포레나 천안노태 1단지,천안시 서북구 한들2로 170,,831.0,28.0,8.0,2024-12-27,041-565-3357,36.8380086630296,127.123992486446,천안시 서북구 한들2로 170
천안시,차암동한화꿈에그린스마일시티,천안시 서북구 스마일시티1로 1(차암동),,1052.0,24.0,12.0,2014-10-29,041-558-9633,36.8410456115082,127.099718230176,천안시 서북구 스마일시티1로 1
천안시,e편한세상스마일시티아파트(1차),천안시 서북구 스마일시티1로 55(차암동),,1024.0,26.0,12.0,2015-03-13,041-558-6344~5,36.8430981748807,127.102654379565,천안시 서북구 스마일시티1로 55
천안시,효성해링턴플레이스스마일시티아파트,천안시 서북구 스마일시티2로 1(차암동),,1318.0,26.0,15.0,2016-01-15,041-564-5246,36.8445897575772,127.107167288626,천안시 서북구 스마일시티2로 1
천안시,e편한세상스마일시티(2차),천안시 서북구 스마일시티2로 2(차암동),부성2동,1269.0,26.0,15.0,2016-08-16,041-552-3237~8,36.8465995825472,127.108360807121,천안시 서북구 스마일시티2로 2
천안시,부성역 우남퍼스트빌,천안시 서북구 부성26로 67,,316.0,20.0,6.0,2024-01-31,041-566-5205,36.8458838878521,127.152147816542,천안시 서북구 부성26로 67
천안시,불당한성필하우스,천안시 서북구 불당11로 68(불당동),,594.0,15.0,6.0,2004-06-25,041-554-9411,36.8021490576558,127.114054307818,천안시 서북구 불당11로 68
천안시,불당한화꿈에그린아파트,천안시 서북구 광장로 260(불당동),불당1동,297.0,18.0,6.0,2009-09-30,041-522-5342,36.8011380404704,127.112698864767,천안시 서북구 광장로 260
천안시,불당마을동일하이빌아파트,천안시 서북구 시청로 73(불당동),,1203.0,18.0,21.0,2004-08-03,041-561-6007~8,36.8086340302573,127.113075292474,천안시 서북구 시청로 73
천안시,불당아이파크아파트,천안시 서북구 불당17길 14(불당동),,1046.0,15.0,15.0,2004-07-29,041-568-4523,36.8091043219242,127.11029060282,천안시 서북구 불당17길 14
천안시,불당호반리젠빌스위트,천안시 서북구 봉서산로 85(불당동),,476.0,15.0,10.0,2004-10-22,041-553-9920,36.8057371334631,127.117723328971,천안시 서북구 봉서산로 85
천안시,불당마을대원칸타빌아파트,천안시 서북구 불당11로 82(불당동),,1011.0,15.0,14.0,2004-09-24,041-553-9670,36.8041428419717,127.116211467393,천안시 서북구 불당11로 82
천안시,불당대동다숲아파트,천안시 서북구 시청로 39(불당동),,791.0,18.0,13.0,2004-10-30,041-556-0028,36.8063869921013,127.111385466306,천안시 서북구 시청로 39
천안시,펜타포트1블럭,천안시 서북구 공원로 195(불당동),,479.0,46.0,2.0,2011-12-23,041-549-8858,36.7998075136548,127.100682845536,천안시 서북구 공원로 195
천안시,펜타포트3블럭,천안시 서북구 공원로 196(불당동),,314.0,66.0,1.0,2011-12-23,041-546-8868,36.7984279064312,127.101429867826,천안시 서북구 공원로 196
천안시,불당우방아이유쉘트윈팰리스아파트,천안시 서북구 불당4로 106(불당동),,160.0,17.0,1.0,2014-09-25,041-622-7588,36.8113824009788,127.112332733589,천안시 서북구 불당4로 106
천안시,메가트로피,천안시 서북구 검은들3길 3(불당동),불당1동,180.0,14.0,1.0,2014-02-28,041-552-0727,36.8105425591298,127.11109282648,천안시 서북구 검은들3길 3
천안시,불당풍림아이원아파트,천안시 서북구 불당14로 11(불당동),불당1동,240.0,6.0,3.0,2016-08-10,041-522-5547,36.8011908298296,127.108845751615,천안시 서북구 불당14로 11
천안시,불당오딧세이,천안시 서북구 불당4로 111(불당동),불당1동,182.0,15.0,1.0,2019-10-17,041-622-7935,36.8117042071076,127.11144998783,천안시 서북구 불당4로 111
천안시,호반베르디움센트로포레,천안시 서북구 불당23로 10(불당동),불당2동,705.0,29.0,9.0,2017-02-01,041-554-6015,36.8177070560218,127.101258156058,천안시 서북구 불당23로 10
천안시,불당이안아파트,천안시 서북구 불당23로 13(불당동),불당2동,800.0,29.0,8.0,2015-12-02,041-555-1320,36.8209843432287,127.102157004348,천안시 서북구 불당23로 13
천안시,불당지웰푸르지오,천안시 서북구 불당24로 38(불당동),,682.0,28.0,7.0,2016-04-01,041-555-8370,36.822060249026,127.105379283772,천안시 서북구 불당24로 38
천안시,불당지웰더샵아파트,천안시 서북구 불당26로 77(불당동),,685.0,29.0,6.0,2016-08-25,041-567-8260,36.8160608210984,127.104893730194,천안시 서북구 불당26로 77
천안시,불당호반베르디움더퍼스트아파트,천안시 서북구 불당19로 200(불당동),,1096.0,20.0,17.0,2016-10-12,041-567-5680,36.8080642339437,127.102565791713,천안시 서북구 불당19로 200
천안시,불당리더힐스아파트,천안시 서북구 불당24로 10(불당동),,744.0,27.0,8.0,2016-11-18,041-621-0030,36.8227120371508,127.102578611022,천안시 서북구 불당24로 10
천안시,불당호반써밋플레이스아파트,천안시 서북구 불당21로 40(불당동),,573.0,29.0,8.0,2017-01-05,041-522-9850,36.8130061408921,127.1045945918,천안시 서북구 불당21로 40
천안시,천안불당린스트라우스1단지,천안시 서북구 불당19로 95(불당동),불당2동,595.0,31.0,6.0,2017-07-27,041-622-8201,36.8164177537377,127.100827319143,천안시 서북구 불당19로 95
천안시,천안불당린스트라우스2단지,천안시 서북구 불당19로 111(불당동),불당2동,557.0,31.0,6.0,2017-07-27,041-622-8640,36.8152184648836,127.100509809173,천안시 서북구 불당19로 111
천안시,불당호반써밋플레이스센터시티,천안시 서북구 불당25로 8(불당동),불당2동,815.0,29.0,8.0,2017-11-03,041-562-9566,36.8020424270876,127.104062210694,천안시 서북구 불당25로 8
천안시,천안불당지웰시티푸르지오1단지,천안시 서북구 불당26로 80(불당동),불당2동,420.0,28.0,4.0,2017-12-27,041-622-8424,36.8156295161144,127.106553416969,천안시 서북구 불당26로 80
천안시,천안불당지웰시티푸르지오2단지,천안시 서북구 불당26로 50(불당동),불당2동,355.0,28.0,4.0,2017-12-27,041-622-7537,36.81260178841,127.105641451034,천안시 서북구 불당26로 50
천안시,불당파크푸르지오1단지,천안시 서북구 불당26로 144(불당동),불당2동,545.0,27.0,3.0,2018-04-27,041-561-7997,36.821560009891,127.108324709842,천안시 서북구 불당26로 144
천안시,불당파크푸르지오2단지,천안시 서북구 불당26로 122(불당동),불당2동,270.0,27.0,3.0,2018-04-27,041-523-0550,36.8197610766889,127.10778351439,천안시 서북구 불당26로 122
천안시,LH천년나무7단지,천안시 서북구 불당26로 99(불당동),불당2동,491.0,25.0,5.0,2015-11-10,041-555-3020,36.8182184532233,127.105792405925,천안시 서북구 불당26로 99
천안시,불당금호어울림아파트,천안시 서북구 불당24로 37(불당동),,227.0,29.0,2.0,2020-02-25,041-622-7696,36.8231091542756,127.105768986655,천안시 서북구 불당24로 37
천안시,천안불당LH1단지아파트,천안시 서북구 불당24로 9(불당동),,1148.0,25.0,8.0,2019-06-30,041-622-9771,36.8233074168387,127.102767597978,천안시 서북구 불당24로 9
천안시,북천안자이에뜨아파트,천안시 서북구 성거길 20(성거읍),,1348.0,29.0,10.0,2016-05-02,041-621-4100,36.8678403801487,127.197520143625,천안시 서북구 성거길 20
천안시,하늘빛아파트,천안시 서북구 소우문덕길 5(성거읍),성거읍,560.0,10.0,5.0,2003-12-04,041-522-9822,36.8766146882335,127.182513701607,천안시 서북구 소우문덕길 5
천안시,송죽아파트,천안시 서북구 성거길 79-1(성거읍),성거읍,49.0,5.0,1.0,1991-11-01,,36.8724190478496,127.200055139227,천안시 서북구 성거길 79-1
천안시,삼환나우빌아파트,천안시 서북구 봉주로 120(성거읍),,910.0,15.0,10.0,2005-11-30,041-583-3838,36.8767841142743,127.159047948539,천안시 서북구 봉주로 120
천안시,성거벽산아파트,천안시 서북구 봉주로 107-6(성거읍),성거읍,692.0,16.0,11.0,1998-12-09,041-583-0078,36.878686444721,127.157477969394,천안시 서북구 봉주로 107-6
천안시,금정샛별아파트,천안시 서북구 망향로 811(성거읍),성거읍,200.0,8.0,2.0,2000-02-03,041-567-6114,36.8883969954654,127.207195178827,천안시 서북구 망향로 811
천안시,육영아파트,천안시 서북구 망향로 343(성거읍),성거읍,456.0,6.0,5.0,1996-12-28,041-622-9196,36.8520595564385,127.182056247081,천안시 서북구 망향로 343
천안시,동해늘푸른아파트,천안시 서북구 마당재길 5(성거읍),성거읍,90.0,5.0,1.0,1999-03-20,041-622-8577,36.8509934461495,127.176448528053,천안시 서북구 마당재길 5
천안시,청호포도마을아파트(8차),천안시 서북구 망향로 785(성거읍),성거읍,480.0,12.0,4.0,1997-10-25,041-556-5392,36.8867535978865,127.204475794682,천안시 서북구 망향로 785
천안시,성거저리보금자리아파트,천안시 서북구 오송1길 7(성거읍),성거읍,245.0,5.0,2.0,2000-02-15,041-554-8977,36.8860547326245,127.197534745879,천안시 서북구 오송1길 7
천안시,아느칸빌아파트,천안시 서북구 성거길 181-1(성거읍),성거읍,404.0,8.0,5.0,2004-04-28,041-567-1913,36.8819096322021,127.205011172371,천안시 서북구 성거길 181-1
천안시,스윗트리,천안시 서북구 수청1길 19(성거읍),성거읍,47.0,14.0,1.0,2005-08-05,,36.8799230821296,127.203325466109,천안시 서북구 수청1길 19
천안시,삼일원앙아파트,천안시 서북구 성거길 103(성거읍),신방동,494.0,11.0,5.0,1998-05-06,041-555-8827,36.8750588813586,127.200500238108,천안시 서북구 성거길 103
